mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized
CM-304,Parsa East and Kanta Basan OCM,Chhattisgarh,SURGUJA,RRVUNL,OPENCAST,PUBLIC,WORKING,parsa east and kanta basan ocm,rrvunl,chhattisgarh,surguja
CM-305,Patansaongi Colliery,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,patansaongi,wcl,maharashtra,nagpur
CM-306,Patmohana Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,patmohana,ecl,west bengal,bardhaman
CM-307,Penganga OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,penganga oc,wcl,maharashtra,chandrapur
CM-308,"Pimpalgaon,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,NON_WORKING,pimpalgaon,wcl,maharashtra,yavatmal
CM-309,Pindra Colliery,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,pindra,ccl,jharkhand,ramgarh
CM-310,Piparia,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,piparia,secl,madhya pradesh,umaria
CM-311,Porascol East Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,porascol east,ecl,west bengal,bardhaman
CM-312,Porascol West Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,porascol west,ecl,west bengal,bardhaman
CM-313,Prakasham Khani OC,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,prakasham khani oc,sccl,telangana,khammam
CM-314,Pundi,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,pundi,ccl,jharkhand,ramgarh
CM-315,Pure Searsole Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,pure searsole,ecl,west bengal,bardhaman
CM-316,Purnadih,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,purnadih,ccl,jharkhand,ranchi
CM-317,Rajendra,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,rajendra,secl,madhya pradesh,shahdol
CM-318,Rajhara,Jharkhand,PALAMU,CCL,OPENCAST,PUBLIC,NON_WORKING,rajhara,ccl,jharkhand,palamu
CM-319,Rajmahal OCP,Jharkhand,GODDA,ECL,OPENCAST,PUBLIC,WORKING,rajmahal ocp,ecl,jharkhand,godda
CM-320,Rajnagar RO,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,rajnagar ro,secl,madhya pradesh,shahdol
CM-321,Rajpura,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING,rajpura,ecl,jharkhand,dhanbad
CM-322,Rajrappa Project,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,rajrappa,ccl,jharkhand,ramgarh
CM-323,Rajur UG,Maharashtra,YAVATMAL,WCL,UNDERGROUND,PUBLIC,WORKING,rajur ug,wcl,maharashtra,yavatmal
CM-324,Ramagundam OC-I Extn. Ph-II,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING,ramagundam oc i extn ph ii,sccl,telangana,peddapalli
CM-325,Ramagundam-OC 3 & OC III,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING,ramagundam oc 3 oc iii,sccl,telangana,peddapalli
CM-326,Ramakrishnapur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,ramakrishnapur oc,sccl,telangana,mancherial
CM-327,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,UNDERGROUND,PUBLIC,NON_WORKING,ramnagar,iisco,west bengal,paschim bardhaman
CM-328,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,OPENCAST,PUBLIC,WORKING,ramnagar,iisco,west bengal,paschim bardhaman
CM-329,Rampur Batura,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING,rampur batura,secl,madhya pradesh,shahdol
CM-330,Raniatari,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,raniatari,secl,chhattisgarh,korea
CM-331,Ravindra Khani-5 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 5 incline,sccl,telangana,mancherial
CM-332,Ravindra Khani-6 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 6 incline,sccl,telangana,mancherial
CM-333,"Ravindra Khani-7,Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 7 incline,sccl,telangana,mancherial
CM-334,"Ravindra Khani-New Tech,",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani new tech,sccl,telangana,mancherial
CM-335,Rehar,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,rehar,secl,chhattisgarh,surguja
CM-336,Religara,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,religara,ccl,jharkhand,hazaribagh
CM-337,ROCP/S. Jharia,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,rocp s jharia,bccl,jharkhand,dhanbad
CM-338,Rohini,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,rohini,ccl,jharkhand,ranchi
CM-339,Samleswari OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING,samleswari ocp,mcl,odisha,jharsuguda
CM-340,Sankarpur Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,sankarpur,ecl,west bengal,bardhaman
CM-341,Saoner Mine - II,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner ii,wcl,maharashtra,nagpur
CM-342,Saoner Mine - III,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner iii,wcl,maharashtra,nagpur
CM-343,Saoner Mine-I,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner i,wcl,maharashtra,nagpur
CM-344,Saraipali,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,saraipali,secl,chhattisgarh,korba
CM-345,Sarisatolli Coal Mine,West Bengal,PASCHIM BARDHAMAN,CESC,OPENCAST,PRIVATE,WORKING,sarisatolli,cesc,west bengal,paschim bardhaman
CM-346,Sarni Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,NON_WORKING,sarni,wcl,madhya pradesh,betul
CM-347,Sarubera,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,sarubera,ccl,jharkhand,ramgarh
CM-348,Sasti Expn. OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,sasti expn ocm,wcl,maharashtra,chandrapur
CM-349,Satgram Incline,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,satgram incline,ecl,west bengal,bardhaman
CM-350,Satgram Project,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,satgram,ecl,west bengal,bardhaman
CM-351,Saunda (Ncdc),Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,saunda ncdc,ccl,jharkhand,ramgarh
CM-352,Sayal `D',Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,sayal d,ccl,jharkhand,ramgarh
CM-353,SD OC Mine,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,sd oc,ccl,jharkhand,bokaro
CM-354,Sendra Bansjora,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,sendra bansjora,bccl,jharkhand,dhanbad
CM-355,Shampur B,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,shampur b,ecl,jharkhand,dhanbad
CM-356,Shanthi Khani,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,shanthi khani,sccl,telangana,mancherial
CM-357,Sharda Highwall,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,sharda highwall,secl,madhya pradesh,shahdol
CM-358,Sharda UG,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,sharda ug,wcl,madhya pradesh,chhindwara
CM-359,Shivani,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,shivani,secl,chhattisgarh,surguja
CM-360,Shyam Sundarpur Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,shyam sundarpur,ecl,west bengal,bardhaman
CM-361,Sial Ghogri Coal Mine,Madhya Pradesh,CHHINDWARA,RCCPL,UNDERGROUND,PRIVATE,WORKING,sial ghogri,rccpl,madhya pradesh,chhindwara
CM-362,Siarmal OCP,Odisha,SUNDARGARH,MCL,OPENCAST,PUBLIC,WORKING,siarmal ocp,mcl,odisha,sundargarh
CM-363,Siduli Colliery,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,siduli,ecl,west bengal,bardhaman
CM-364,Sijua Colliery,Jharkhand,DHANBAD,TSL,UNDERGROUND,PRIVATE,WORKING,sijua,tsl,jharkhand,dhanbad
CM-365,Sikni OC Mine,Jharkhand,LATEHAR,JSMDCL,OPENCAST,PUBLIC,WORKING,sikni oc,jsmdcl,jharkhand,latehar
CM-366,Silewara Colliery,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,silewara,wcl,maharashtra,nagpur
CM-367,Singhali Colliery,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,singhali,secl,chhattisgarh,korba
CM-368,Singori OC,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,singori oc,wcl,maharashtra,nagpur
CM-369,Sirka,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,sirka,ccl,jharkhand,ramgarh
CM-370,Sonepur Bazari Project OCM,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,sonepur bazari ocm,ecl,west bengal,bardhaman
CM-371,South Samla,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,south samla,ecl,west bengal,bardhaman
CM-372,Srirampur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,srirampur oc,sccl,telangana,mancherial
CM-373,"Srirampur-1, Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 1 incline,sccl,telangana,mancherial
CM-374,Srirampur-3 & 3A Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 3 3a incline,sccl,telangana,mancherial
CM-375,Suliyari,Madhya Pradesh,SINGRAULI,APMDCL,OPENCAST,PUBLIC,WORKING,suliyari,apmdcl,madhya pradesh,singrauli
CM-376,Tadicherla 1 OCM,Telangana,JAYASHANKAR BHUPALPALLY,TGGENCO,OPENCAST,PUBLIC,WORKING,tadicherla 1 ocm,tggenco,telangana,jayashankar bhupalpally
CM-377,Takli Jena Bellora,Maharashtra,CHANDRAPUR,AIPL,OPENCAST,PRIVATE,WORKING,takli jena bellora,aipl,maharashtra,chandrapur
CM-378,Talabira II & III,Odisha,SAMBALPUR,NLCIL,OPENCAST,PUBLIC,WORKING,talabira ii iii,nlcil,odisha,sambalpur
CM-379,Talaipalli Coal Mine,Chhattisgarh,RAIGARH,NTPC,OPENCAST,PUBLIC,WORKING,talaipalli,ntpc,chhattisgarh,raigarh
CM-380,Tandsi,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,tandsi,wcl,madhya pradesh,chhindwara
CM-381,Tapin North,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,tapin north,ccl,jharkhand,ramgarh
CM-382,Tapin South,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,tapin south,ccl,jharkhand,hazaribagh
CM-383,Tara(E&W),West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING,tara e w,wbpdcl,west bengal,birbhum
CM-384,Tarmi,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,tarmi,ccl,jharkhand,bokaro
CM-385,Tasra Colliery,Jharkhand,DHANBAD,SAIL,OPENCAST,PUBLIC,WORKING,tasra,sail,jharkhand,dhanbad
CM-386,Tawa Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa,wcl,madhya pradesh,betul
CM-387,Tawa-II,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa ii,wcl,madhya pradesh,betul
CM-388,Tetaria Khar,Jharkhand,LATEHAR,CCL,OPENCAST,PUBLIC,WORKING,tetaria khar,ccl,jharkhand,latehar
CM-389,Tetulmari,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,tetulmari,bccl,jharkhand,dhanbad
CM-390,Tikak Colliery,Assam,TINSUKIA,NEC,OPENCAST,PUBLIC,WORKING,tikak,nec,assam,tinsukia
CM-391,Tilaboni Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,tilaboni,ecl,west bengal,bardhaman
CM-392,Topa Marginal Scheme,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,topa marginal scheme,ccl,jharkhand,ramgarh
CM-393,Trans Damodar Coal Mine,West Bengal,PASCHIM BARDHAMAN,DPL,OPENCAST,PUBLIC,WORKING,trans damodar,dpl,west bengal,paschim bardhaman
CM-394,Ukni OC,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,ukni oc,wcl,maharashtra,yavatmal
CM-395,Umaria,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,umaria,secl,madhya pradesh,umaria
CM-396,Umrer OC Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,umrer oc,wcl,maharashtra,nagpur
CM-397,Urdhan,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,WORKING,urdhan,wcl,madhya pradesh,chhindwara
CM-398,Urimari,Jharkhand,HAZARIBAGH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,urimari,ccl,jharkhand,hazaribagh
CM-399,Urimari,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,urimari,ccl,jharkhand,hazaribagh
CM-400,Utkal C Coal Mine,Odisha,Angul,JSPL,OPENCAST,PRIVATE,WORKING,utkal c,jspl,odisha,angul
CM-401,Utkal D,Odisha,Angul,NALCO,OPENCAST,PUBLIC,WORKING,utkal d,nalco,odisha,angul
CM-402,Vakilpalli,Telangana,PEDDAPALLI,SCCL,UNDERGROUND,PUBLIC,WORKING,vakilpalli,sccl,telangana,peddapalli
CM-403,Vijay West,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,vijay west,secl,chhattisgarh,korba
CM-404,Vindhya,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,vindhya,secl,madhya pradesh,umaria
CM-405,Vishnupuri-II,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,vishnupuri ii,wcl,madhya pradesh,chhindwara
CM-406,West Bokaro OC (Quarry-E & SE),Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry e se,tsl,jharkhand,hazaribagh
CM-407,West Bokaro OC Quarry-AB,Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry ab,tsl,jharkhand,hazaribagh
CM-408,West Jhagrakhand,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,west jhagrakhand,secl,chhattisgarh,korea
